2026-01-20 00:16:50,988 | INFO | MainProcess | Cleared existing Excel file: output/version2fixed/output_version_2_fixed_EO_Painless_Q_fix.xlsx
2026-01-20 00:16:50,988 | INFO | MainProcess | === Start solve() ===
2026-01-20 00:16:51,003 | INFO | Process-1 | Number of clauses before symmetry breaking: 1
2026-01-20 00:16:51,003 | INFO | Process-1 | Number of clauses after symmetry breaking: 163
2026-01-20 00:16:51,799 | INFO | Process-1 | Number of variables: 322089
2026-01-20 00:16:51,799 | INFO | Process-1 | Number of clauses: 1022945
2026-01-20 00:16:51,800 | INFO | Process-1 | Real nums of clauses: 1026243
2026-01-20 00:16:51,800 | INFO | Process-1 | Real nums of variables: 322088
2026-01-20 00:16:52,261 | INFO | Process-1 | CNF written to cnf/v2/Q_n494_k326/Q_n494_k326_w144.cnf
2026-01-20 00:16:52,265 | INFO | Process-1 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=ccck cnf/v2/Q_n494_k326/Q_n494_k326_w144.cnf
2026-01-20 00:18:18,363 | INFO | Process-1 | [PAINLESS] status=SAT rc=10 time=86.10s
2026-01-20 00:18:18,363 | RESULT | Process-1 | [PAINLESS] result: status=SAT time=86.10s rc=10
2026-01-20 00:18:18,391 | RESULT | Process-1 | [VALIDATE][PAINLESS] True | VALID SOLUTION
2026-01-20 00:18:18,454 | INFO | MainProcess | Found a solution 144
2026-01-20 00:18:18,455 | INFO | MainProcess | [Test k=326, w=144] Time: 87.46 seconds
2026-01-20 00:18:19,205 | INFO | MainProcess | Data append to output/version2fixed/output_version_2_fixed_EO_Painless_Q_fix.xlsx
2026-01-20 00:18:19,213 | INFO | Process-2 | Number of clauses before symmetry breaking: 1
2026-01-20 00:18:19,214 | INFO | Process-2 | Number of clauses after symmetry breaking: 163
2026-01-20 00:18:19,957 | INFO | Process-2 | Number of variables: 322089
2026-01-20 00:18:19,958 | INFO | Process-2 | Number of clauses: 1022922
2026-01-20 00:18:19,958 | INFO | Process-2 | Real nums of clauses: 1026243
2026-01-20 00:18:19,958 | INFO | Process-2 | Real nums of variables: 322088
2026-01-20 00:18:20,413 | INFO | Process-2 | CNF written to cnf/v2/Q_n494_k326/Q_n494_k326_w145.cnf
2026-01-20 00:18:20,416 | INFO | Process-2 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=ccck cnf/v2/Q_n494_k326/Q_n494_k326_w145.cnf
2026-01-20 00:19:56,866 | INFO | Process-2 | [PAINLESS] status=SAT rc=10 time=96.45s
2026-01-20 00:19:56,866 | RESULT | Process-2 | [PAINLESS] result: status=SAT time=96.45s rc=10
2026-01-20 00:19:56,896 | RESULT | Process-2 | [VALIDATE][PAINLESS] True | VALID SOLUTION
2026-01-20 00:19:56,959 | INFO | MainProcess | Found a solution 145
2026-01-20 00:19:56,960 | INFO | MainProcess | [Test k=326, w=145] Time: 97.75 seconds
2026-01-20 00:19:56,985 | INFO | MainProcess | Data append to output/version2fixed/output_version_2_fixed_EO_Painless_Q_fix.xlsx
2026-01-20 00:19:56,992 | INFO | Process-3 | Number of clauses before symmetry breaking: 1
2026-01-20 00:19:56,993 | INFO | Process-3 | Number of clauses after symmetry breaking: 163
2026-01-20 00:19:57,708 | INFO | Process-3 | Number of variables: 322089
2026-01-20 00:19:57,708 | INFO | Process-3 | Number of clauses: 1022899
2026-01-20 00:19:57,708 | INFO | Process-3 | Real nums of clauses: 1026243
2026-01-20 00:19:57,708 | INFO | Process-3 | Real nums of variables: 322088
2026-01-20 00:19:58,149 | INFO | Process-3 | CNF written to cnf/v2/Q_n494_k326/Q_n494_k326_w146.cnf
2026-01-20 00:19:58,153 | INFO | Process-3 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=ccck cnf/v2/Q_n494_k326/Q_n494_k326_w146.cnf
2026-01-20 00:21:23,352 | INFO | Process-3 | [PAINLESS] status=SAT rc=10 time=85.20s
2026-01-20 00:21:23,352 | RESULT | Process-3 | [PAINLESS] result: status=SAT time=85.20s rc=10
2026-01-20 00:21:23,380 | RESULT | Process-3 | [VALIDATE][PAINLESS] True | VALID SOLUTION
2026-01-20 00:21:23,442 | INFO | MainProcess | Found a solution 146
2026-01-20 00:21:23,442 | INFO | MainProcess | [Test k=326, w=146] Time: 86.46 seconds
2026-01-20 00:21:23,461 | INFO | MainProcess | Data append to output/version2fixed/output_version_2_fixed_EO_Painless_Q_fix.xlsx
